document_id,time,person,organization,statement_id,Column1,summary,Policy Means,Policy Ends,SubTopics,Type of Belief,text,Column2,Column3,agreement,start_position,stop_position,document_section,document_type,coder,document_author,document_source,concept
301,12/9/2023 2:00,Bouwend Nederland Trade Association,Bouwend Nederland Trade Association,363,,,,***,,," The solution is a 'cut' between new construction and renovation, which appears to be legally possible. For new construction, the effective date of the Wkb remains January 1. But anyone who wants to renovate an existing building can still submit a permit application to the municipality until July 1, 2024 - as is currently customary. They must then engage a quality assurance officer to assess the plans.
The postponement makes the 'soft landing' possible that Bouwend Nederland envisions.",,,1,3091,3581,,,1,,NRC,
302,12/1/2018 1:00,Klass Jan van der Bent,Municipality of Leiden,364,,,,***,,," environmental vision, a document describing the objectives and future of the municipality of Katwijk, should ensure this. “The ambition is to make it easier for residents and companies to get things done,”",,,1,438,644,,,1,,LeidschDagblad,
302,12/1/2018 1:00,Klass Jan van der Bent,Municipality of Leiden,365,,,,***,,,"“A lot is possible now, but due to the complicated procedures it often takes a long time before an idea can be implemented.”",,,1,692,816,,,1,,LeidschDagblad,
302,12/1/2018 1:00,Klass Jan van der Bent,Municipality of Leiden,366,,,,***,,,"“As a municipality, we are moving much more towards process guidance, a completely different way of working,”",,,1,1277,1386,,,1,,LeidschDagblad,
302,12/1/2018 1:00,Klass Jan van der Bent,Municipality of Leiden,367,,,,***,,,"""The involvement of those present was good, but we also noticed that it is difficult to get an entire community enthusiastic about drawing up a vision that is still quite abstract,""",,,1,1517,1698,,,1,,LeidschDagblad,
302,12/1/2018 1:00,Klass Jan van der Bent,Municipality of Leiden,368,,,,***,,,"""I expect interest to increase if we further develop the vision into plans that focus more on the immediate environment.""",,,1,1725,1846,,,1,,LeidschDagblad,
302,12/1/2018 1:00,Klass Jan van der Bent,Municipality of Leiden,369,,,,***,,,"The environmental vision is not set in stone. ""It is not a final document. We do not say: this is what Katwijk should look like in ten years' time. The vision is more of a measuring instrument that shows where development is possible.'",,,1,3328,3563,,,1,,LeidschDagblad,
302,12/1/2018 1:00,Klass Jan van der Bent,Municipality of Leiden,370,,,,***,,,"""On this basis you can let go of other matters, so that you do not continue to discuss whether a gutter can have a certain height. For example, a plan that scores well on nature, but not on parking standards, can still go ahead because it fits well in the area. This way we can make broader, more integrated assessments.""",,,1,3785,4106,,,1,,LeidschDagblad,
305,28/7/2020 2:00,Kajsa Ollongeren,Ministry of Interior,371,,,,***,,,"In April, Minister Ollongren of the Interior called in a letter to Parliament for the creation of areas where water can be buffered. 'Relocation of functions (agriculture, nature, housing) will be required in a number of cases.'",,,1,7241,7469,,,1,,deVolkskrant,
305,28/7/2020 2:00,Tanja Klip-Martin,Water Board of Vallei & Veluwe,372,,,,***,,,"'Yes. This is a big step that we have been hoping for for a long time. We cannot just keep setting up pumps and dams, we will also have to adapt to the natural water system and the changing climate.'",,,1,7539,7738,,,1,,deVolkskrant,
306,12/1/2022 1:00,Gerard Mostert,Municipality of Katwijk,373,,,,***,,,"Postponement until after the municipal elections is not negotiable for the alderman. According to him, it would take a new municipal council months to master the complicated matter. In addition, the new Environmental Act, which will be introduced on July 1, may mean that the zoning plan will have to be reformulated in a completely different form.",,,1,3357,3705,,,1,,LeidschDagblad,
307,27/12/2023 1:00,Council of State,Council of State,374,,,,***,,," Although shortly before that, the Council of State had expressed concerns about the user-friendliness and accessibility of the new law. ",,,1,4355,4492,,,1,,FrieschDagblad,
308,29/12/2023 1:00,Association of Dutch Municipalities,Association of Dutch Municipalities,375,,,,***,,,"At least that is the intention, because a ""significant part"" of municipalities is not yet ready to switch to the new ICT system, spokespeople for the Interior and the Association of Dutch Municipalities (VNG) told the ANP news agency earlier this month",,,1,3324,3576,,,1,,LeidschDagblad,
309,1/9/2021 2:00,Jolanda Langeveld,Municipality of Lisse,376,,,,***,,,"Langeveld: “Yes, parking is very important,” said a number of young families I spoke to. Make it a bit more sustainable and greener. As residents, we also want to do something about this. I found that surprising; we have to create space for that. Some neighborhoods are at greater risk of flooding and heat stress. We need to find a new balance between buildings, greenery and water. If we just start building, we won't make it.""",,,1,2872,3301,,,1,,LeidschDagblad,
310,24/11/2021 1:00,Hans van der Werf,Frisian Environmental Federation,377,,,,***,,," ""The Rli criticizes the government's lack of direction. We have always encountered this in recent years with a view to the energy transition. Whether it concerns solar meadows or wind turbines, there is no direction as to what goes where, resulting in fragmentation and fragmentation.",,,1,913,1198,,,1,,FrieschDagblad,
310,24/11/2021 1:00,Hans van der Werf,Frisian Environmental Federation,378,,,,***,,,"Van der Werf is concerned, the lesson of the past decades is that the market has not been able to solve the major problems that the Netherlands is facing. ""You also saw that in the discussion about onshore wind turbines. Project developers only went for profit, which had a bad effect on support among residents.""",,,1,1210,1523,,,1,,FrieschDagblad,
312,11/4/2020 2:00,Chris Aalberts,Chris Aalberts,379,,,,***,,, Normally these topics would lead to heated debates and we would openly speculate about the possible political consequences. But now… none of that. The House of Representatives has been meeting only about the corona epidemic for weeks and that is why all these issues are at a standstill,,,1,792,1079,,,1,,LeidschDagblad,
313,28/12/2023 1:00,Jan Roest,Province of South Holland,380,,,,***,,,"""It is an operation that has a lot of impact,"" says Jan Roest, Environmental Act program manager at the province of South Holland. ""We have done it step by step and we still have to continue developing in the coming years.""",,,1,671,894,,,1,,LeidschDagblad,
314,29/8/2022 2:00,Cindy Kremer,Eigen Huis Association,381,,,,***,,,"The enormous increases in some municipalities are unacceptable to us. This makes it even more difficult to have a house built. Before the new Environmental Act comes into effect, agreements must be made with municipalities about the rate calculation. The municipal council can then check the costs and intervene if necessary.""",,,1,1666,1992,,,1,,FrieschDagblad,
314,29/8/2022 2:00,Cindy Kremer,Eigen Huis Association,382,,,,***,,,"Kremer fears that the Private Quality Assurance Act, which comes into effect on January 1, will also lead to additional costs in construction supervision. The VEH wants guarantees from Minister De Jonge that these extra costs will not be passed on to buyers through higher permit costs. ""If that does happen, the government must be able to intervene quickly."" The homeowners' association is concerned every year about the construction fees and the large cost differences between municipalities, but so far this has always been in vain.",,,1,1993,2528,,,1,,FrieschDagblad,
315,9/8/2022 2:00,Hugo De Jonge,Ministry of Spatial Planning and the Environment,383,,,,***,,," Minister Hugo de Jonge (Public Housing and Spatial Planning, CDA), whose fate is that the Environment Act is in his portfolio, had written to the Senate that the digital basis for the law had been ""delivered according to plan"".",,,1,1614,1842,,,1,,NRC,
315,9/8/2022 2:00,Software Builder for DSO,Software Builder for DSO,384,,,,***,,,"one of the software builders noted four days after De Jonge's letter in a Zoom meeting with the ministry, only to then conclude ""that the stabilization period is not as long as is everywhere suggested"" by the minister. And also: ""The Senate and House of Representatives do not know this.""",,,1,2205,2493,,,1,,NRC,
316,23/5/2018 2:00,Niersman,Project Developer,385,,,,***,,,"However, the new approach led to an impasse. Residents and developers lack input from the municipality, which sets rules for a construction plan in advance. Niersman and local residents have been in discussions since October. ""In short, we want as much greenery as possible and as few houses as possible,"" says Pieter de Wit of the committee that presented a petition with 120 signatures to the municipality in April.",,,1,1211,1628,,,1,,LeidschDagblad,
316,23/5/2018 2:00,Niersman,Project Developer,386,,,,***,,,"The residential vision is based on the Segaar site, which we own. The municipality has asked us to also include their land on the south side in the plan. In that case it will be more than eighty. The residents feel overwhelmed by this. That is why it would have been clearer if the principles had been known in advance.""",,,1,1862,2182,,,1,,LeidschDagblad,
317,9/3/2022 1:00,Hans Vollard,Utrecht University,387,,,,***,,,"Local policy often takes shape in regional partnerships with neighboring municipalities, such as safety regions and youth care regions. These are difficult to oversee, making it difficult not only to exert influence but also to monitor what the mayor and aldermen do for the municipality.",,,1,1776,2064,,,1,,NRC,
318,19/2/2021 1:00,Sjaco Griffioen,Intratuin,388,,,,***,,,"The fact that this can put entrepreneurs on the wrong track was also evident from the bewilderment of Intratuin owner Sjaco Griffioen last year. After years of preparations, he assumed that municipal approval for his new location in Valkenburg was only a matter of time. Nothing turned out to be further from the truth.",,,1,2215,2534,,,1,,LeidschDagblad,
320,4/5/2022 2:00,Municipality of Teylingen,Municipality of Teylingen,390,,,,***,,," The reason for the pressure on the process is the introduction of the new Environmental Act. This combines a number of currently separate procedures, but the introduction has so far encountered many obstacles. The most important of these is the software, which still does not work properly. After a few postponements, the law must now come into effect on January 1, 2023.",,,1,837,1209,,,1,,LeidschDagblad,
320,4/5/2022 2:00,Municipality of Tylingen,Municipality of Tylingen,389,,,,***,,,"If the municipality is unable to make the zoning plan for Nieuw Boekhorst available for inspection before then, an environmental plan must be drawn up for the district in accordance with the new law. But that will immediately become a 'pilot' and that is undesirable for a large project like this, the council believes. And in any case, this will delay construction for years.",,,1,1210,1586,,,1,,LeidschDagblad,
325,31/3/2020 2:00,Diederik Bel,Witteveen+Bos,391,,,,***,,,"Unfortunately, according to Bel, it takes a long time to get a project on the list that brings it under the scope of the law. ""That sometimes takes a year."" He hopes that the new Environmental Act, which will soon include the Crisis and Recovery Act, will work faster. And that more projects for energy transition and climate adaptation will be included. ",,,1,3944,4299,,,1,,NRCNEXT,
325,31/3/2020 2:00,Carla Moonen,Royal NLengineers,392,,,,***,,,"he law would make participation more difficult and decisions would be 'pushed through'. Moonen: “That was never the intention. The fact that rules have disappeared has actually removed the obstacles to participation in many cases.""",,,1,4584,4815,,,1,,NRCNEXT,
325,31/3/2020 2:00,Diederik Bel,Witteveen+Bos,393,,,,***,,,"Bel: ""The law limits the interest of objectors to people who live nearby and are directly harmed. This puts professional objectors at a distance.",,,1,4816,4961,,,1,,NRCNEXT,
327,21/2/2022 1:00,Matt Poelmans,Resident's Delegation in Schipol Environmental Council,394,,,,***,,,"According to Matt Poelmans, what may play an even more important role in the near future is the (again postponed) introduction of the Environmental Act. In that law, noise caused by aviation is taken into account (more heavily) when determining whether homes can be built in certain places.",,,1,4380,4670,,,1,,LeidschDagblad,
327,21/2/2022 1:00,Matt Poelmans,Resident's Delegation in Schipol Environmental Council,395,,,,***,,,"""The ball is now in the minister's court, he must make a trade-off between network quality and environmental quality. The government is opting for an integrated solution. With shrinkage she kills several birds with one stone: living in a healthy living environment, nature is spared and the climate is saved.""",,,1,4808,5117,,,1,,LeidschDagblad,
328,8/3/2023 1:00,Hanneke Willemstein,Dutch Association for Council Members,396,,,,***,,,"Commendable administrative decisiveness, said chairman Hanneke Willemstein of the Dutch Association for Councilors prior to the debate. ""But if that decisiveness does not work in practice, a debacle such as the Benefits Affair or the financial settlement in Groningen threatens.""",,,1,2043,2322,,,1,,NRC,
328,8/3/2023 1:00,Natuurmonumenten,Natuurmonumenten,397,,,,***,,,"ature and Environment Foundation and Natuurmonumenten made it more explicit in their response. All those gaps and errors in the DSO's software cause hasty implementation, chaos and legal uncertainty, they argue. ""The law itself has become so complex that it has become incomprehensible to citizens.",,,1,2358,2656,,,1,,NRC,
328,8/3/2023 1:00,Bert van Ette-ko-ven ,Council of State,398,,,,***,,,"According to Van Ettekoven, concerns are mainly about the reliability of the DSO: ""Citizens, governments and courts must be able to trust that the DSO provides a complete and correct representation In addition, a user-friendly DSO must be in place at least six months before it comes into effect, which can be used by citizens seeking justice, the authorities involved and administrative judges.",,,1,2856,3251,,,1,,NRC,
329,8/10/2019 2:00,Municipality of Voorschoten,Municipality of Voorschoten,399,,,,***,,,"The Duivenvoorde corridor is in the top 10 of most important risks. It is still uncertain whether all land will be sold and whether they can be acquired. Furthermore, there is and remains uncertainty about the costs of youth care, the income from the municipal fund, groundwater flooding, the number of welfare recipients and the introduction of the Environmental Act. There are also concerns about the high staff turnover and vacancies among civil servants.",,,1,1573,2031,,,1,,LeidschDagblad,
330,27/1/2021 1:00,Sven de Langen,Muncipality of Rotterdam ,400,,,,***,,,"Rotterdam health councilor Sven de Langen has been advocating for a better distribution of food supply in the Maasstad for some time. More than a year ago he announced the battle with fast food chains that dominate the street scene.
It is easier to buy a hamburger in the city center than an apple, he noted angrily. The municipality would take action through the new Environmental Act, so that the number of hamburger shops could be phased out. However, municipalities do not appear to have that option at all.",,,1,650,1161,,,1,,LeidschDagblad,
332,8/9/2022 2:00,Huub Frencken,Leidse Parks Platform,401,,,,***,,,"Moreover, the new Environmental Act is just around the corner, says Frencken, and that offers opportunities to better lay down the protection and use of greenery in the rules",,,1,3722,3896,,,1,,LeidschDagblad,
333,22/5/2021 2:00,Municipality of Waadhoeke,Municipality of Waadhoeke,402,,,,***,,,"The trees in Waadhoeke are currently insufficiently protected, according to the parties that submitted the motion. The council wants to record tree protection in the new Environmental Act, but the introduction of that law has been delayed and SAM, Municipal Interests and CU do not want to wait for that.",,,1,592,896,,,1,,FrieschDagblad,
334,4/4/2018 2:00,Erika Spil,Municipality of Bunnik,403,,,,***,,,"So there is still a big difference between local councilors and councilors who can fall back on national expertise. With so many new locals, we run the risk that tough parts of the Social Domain, the Environmental Act or sustainability will be muddled between populist issues such as lower property taxes and waste taxes.",,,1,2419,2740,,,1,,NRCNEXT,
335,2/1/2024 1:00,Martin Hendriksma,,404,,,,***,,,"An important advantage of the law is the more flexible rules. Social tasks such as housing construction, water storage and the energy transition place great pressure on our scarce square meters. A province such as Gelderland calculated that it needs one and a half times its own land area to realize all its spatial ambitions. That ground is not there. The Environmental Act makes it easier to combine various tasks",,,1,2073,2488,,,1,,NRC,
335,2/1/2024 1:00,Bart Jan van Ettekoven,Council of State,405,,,,***,,,"hairman of the Administrative Jurisdiction Division Bart Jan van Ettekoven fears a ""playground for the commercial legal profession"". According to him, the rubber spatial rules and the new method of participation will raise ""hundreds of new legal questions"" until case law arises.",,,1,4503,4782,,,1,,NRC,
335,2/1/2024 1:00,Scientific Council for Government Policy,Scientific Council for Government Policy,406,,,,***,,," According to the council, leaving participation to the initiator will lead to less vocal citizens being left behind. The Environmental Act thus reinforces the division in society",,,1,4876,5055,,,1,,NRC,
335,2/1/2024 1:00,Jozias van Aartsen,Ministry of Infrastructure and Water Management,407,,,,***,,,"Can the Environmental Act sufficiently restrict the polluting practices of companies such as Tata Steel and Chemours? Commission chairman Jozias van Aartsen and his right-hand man Winnie Sorgdrager fear the opposite. ""Large polluters have free rein under the Environmental Act.""",,,1,5414,5692,,,1,,NRC,
337,12/12/2019 1:00,Reiner van Zutphen,National Obudsman,408,,,,***,,,"“The policymakers, the implementers, even the people here with me. Look at consultation evenings, you see the same group: articulate, well-spoken, people who fit into the systems we have devised. But because of this we are in danger of forgetting groups. That has happened with all previous decentralizations and now we are in danger of repeating that mistake with the Environmental Act.""",,,1,2221,2609,,,1,,NRCNEXT,
337,12/12/2019 1:00,Reiner van Zutphen,National Obudsman,409,,,,***,,,"Citizens and municipalities are far from prepared for this, Van Zutphen noticed. Today he comes up with a list of points of interest based on a tour. ""The question is: will the citizen still be served?""",,,1,2892,3094,,,1,,NRCNEXT,
337,12/12/2019 1:00,Reiner van Zutphen,National Obudsman,410,,,,***,,,"“I am realistic. This Environmental Act will be introduced, whether it is in 2021, 2022 or 2023. But the pessimist in me says: we're going to have a lot of problems with that. Waiting for complaints is not an option. I see that past mistakes are in danger of being made again. That is why we are already approaching the municipalities.""",,,1,3327,3663,,,1,,NRCNEXT,
337,12/12/2019 1:00,Reiner van Zutphen,National Obudsman,411,,,,***,,,"""We come from a system that says: there is a law, there are rules and we know who enforces them. We are now moving towards a system in which everyone is given the freedom to take the initiative themselves. That sounds very nice, if I can soon install a dormer window without a permit. But if the neighbor isn't happy with that, who's to say if I'm right? Then the government cannot say: 'Everyone can decide that for themselves!'",,,1,3701,4130,,,1,,NRCNEXT,
337,12/12/2019 1:00,Reiner van Zutphen,National Obudsman,412,,,,***,,,"""There are many people who cannot keep up with that complicated administrative reality of laws, information, consultation and participation - or the lack thereof.""",,,1,4131,4294,,,1,,NRCNEXT,
337,12/12/2019 1:00,Reiner van Zutphen,National Obudsman,413,,,,***,,,"""What we see with previous decentralizations is that the withdrawing government is abandoning individuals. The Environmental Act concerns entire groups that can no longer rely on the government. Soon, only the participation elite will be able to participate.""",,,1,4699,4958,,,1,,NRCNEXT,
337,12/12/2019 1:00,Reiner van Zutphen,National Obudsman,414,,,,***,,,"""You now give people the space to do it themselves, but not the confidence and information that they will do it properly. If, as a government, you expect a lot from people and give them a lot of space, then you must also support them. Then you can't just look around the corner when someone has made a mistake.""",,,1,5560,5871,,,1,,NRCNEXT,
337,12/12/2019 1:00,Reiner van Zutphen,National Obudsman,415,,,,***,,,"“By never losing sight of the citizen. Think of a counter official who understands what the citizen needs and offers it. That's not a matter of waiting. Make sure you know who will be affected before you change rules, build or cut down trees. If we do nothing, the government's supporting role is in danger of evaporating.""",,,1,5923,6246,,,1,,NRCNEXT,
340,26/4/2024 2:00,Henri Hendrickx,Municipality of Wassenaar,416,,,,***,,," For example, the councilor reported that the Environmental Act will be necessary to make more possible in the field of water sports, in terms of expansions and new concepts. And that would be important to get local youth to exercise more. For example, various associations now have long waiting lists.",,,1,1654,1956,,,1,,LeidschDagblad,
342,9/7/2019 2:00,Wouter van Dieren,Municipality of Beek,417,,,,***,,,"The wind plans are said to represent the green energy revolution, good for the climate and as many as 100,000 households. But in Groningen and the Wieringermeer - and not only there - much of that electricity goes to large consumers, such as Google's data center (in the Eemshaven). And the profit goes to those who are handy with subsidies, to farmers who sell a hectare of arable land to the company, while the rest of the population is saddled with a spoiled landscape.",,,1,2016,2488,,,1,,NRCNEXT,
342,9/7/2019 2:00,Wouter van Dieren,Municipality of Beek,418,,,,***,,,"The national government is making a big mistake by pushing through these plans on the basis of outdated legislation and a policy of looking away, which involves constantly reinventing the wheel, whether it concerns the Environmental Act, the National Project Regulations or the Spatial Planning Act.",,,1,2489,2788,,,1,,NRCNEXT,
346,23/4/2024 2:00,Rein Bish,Neighbourhood Association of Groningen,419,,,,***,,,"""You could easily establish a catering industry in that old silo,"" says Rein Bish, pointing to the former grain warehouse. The north bank of the Eemskanaal, which he cycles along, is a fringed edge of the city. The area around the monumental chimney of a former car tire factory is a collection of abandoned factory buildings and tall grass.",,,1,546,887,,,1,,deVolkskrant,
346,23/4/2024 2:00,Rik van Niejenhuis,Municipality of Groningen,420,,,,***,,,"The law must strike a balance between using and protecting space that is becoming increasingly scarce. According to the councilor, this is the core of the challenge that the Netherlands is now facing. 'We actually have to use every square meter two or three times.'",,,1,1693,1958,,,1,,deVolkskrant,
346,23/4/2024 2:00,Rik van Niejenhuis,,421,,,,***,,," ""It's quite technical,"" Van Niejenhuis says euphemistically. 'But the fact that a zoning plan is now called an environmental plan makes no world of difference.' The biggest change for the municipality is that the new law leaves much less time to complete the procedures.",,,1,2961,3232,,,1,,deVolkskrant,
346,23/4/2024 2:00,Rein Bish,Neighbourhood Association of Groningen,422,,,,***,,,"'All that talk about participation', Bish concludes with disappointment, 'turns out to be a big fuss.'",,,1,5118,5220,,,1,,deVolkskrant,
346,23/4/2024 2:00,Jaap de Graaf,Residents' organization Oosterparkwijk,423,,,,***,,,"'Sounding board group is a very vague term,' says De Graaf. 'And it has remained very vague.' During all those meetings, it was actually only about the process, never about the content of the plans, says urban planner Koos Haarsma, who lives across the Eemskanaal. The municipality formed a private company with the project developers involved. 'The operating plan had already been signed when the consultation had yet to start.'",,,1,5222,5651,,,1,,deVolkskrant,
346,23/4/2024 2:00,Rik van Niejenhuis,Muncipality of Groningen,424,,,,***,,,"
The alderman is surprised by this criticism. 'That detracts from the process,' says Van Niejenhuis. You shouldn't just look at rejected views. 'The plans have been adjusted, precisely because local residents have been involved for so long.'
",,,1,6260,6502,,,1,,deVolkskrant,
346,23/4/2024 2:00,Wico Ankersmit,Netherlands Building and Housing Supervision Association,425,,,,***,,,"""The biggest advantage of the Environmental Act is that I have more work than ever,"" Wico Ankersmit jokes. He is director of the Netherlands Building and Housing Supervision Association and an independent consultant. He has been teaching government agencies and companies about the finer points of the new law for nine years. In recent months, his days have been filled with rooms of municipal officials, contractors and architects. 'Now it's about the reality.'",,,1,7117,7579,,,1,,deVolkskrant,
346,23/4/2024 2:00,Wico Ankersmit,Netherlands Building and Housing Supervision Association,426,,,,***,,,"'The law is complicated and new for everyone. I'm holding my breath a little. In a few months we may be used to it, but now many are wondering: who on earth came up with this?'",,,1,7926,8102,,,1,,deVolkskrant,
346,23/4/2024 2:00,Wico Ankersmit,Netherlands Building and Housing Supervision Association,427,,,,***,,,"Ankersmit does think it is wise that the law encourages local residents to be involved as early as possible. 'Then you will know in good time whether there is support or resistance. Otherwise it will be a long wait until the Council of State.'
",,,1,8860,9104,,,1,,deVolkskrant,
346,23/4/2024 2:00,Residents of Groningen,Residents of Groningen,428,,,,***,,,"The local residents emphasize that for them it is really not a matter of 'not in our backyard'. 'We also really see the need for housing and want a liveable city. Talking about this for years deserves more than a listening ear, 'because you have to'. We believe that designing a city together is the essence of the Environmental Act.'",,,1,11063,11397,,,1,,deVolkskrant,
347,12/1/2018 1:00,Boudewijn Revis,Muncipality of The Hague,429,,,,***,,," ""The Environmental Act offers us opportunities,"" says councilor Revis. 'As a municipality you must have a clear vision of the area, without already knowing a destination for each plot. In the past, everything was set in stone in traditional zoning plans.'",,,1,6650,6906,,,1,,deVolkskrant,
348,30/10/2015 1:00,Boris van der Ham,World Heritage Site Foundation,430,,,,***,,," ""We organize it relatively well with foundations and a lobby towards politicians. For example, the Environmental Act was amended in the House of Representatives with an amendment for world heritage that was not included. The heritage environment makes the enjoyment of a world heritage very important. If you are going to build anything around the Woudagemaal or around Kinderdijk that does not match the landscape, then you should be able to say something about that.""",,,1,3368,3838,,,1,,LeidschDagblad,
350,2/10/2021 2:00,Jack Jongebloed,Muncipality of Weststellingwerf,431,,,,***,,,"Councilor Jack Jongebloed is happy with the extra government money for youth and WMO, but does not want to celebrate too early. “We live in uncertain times and the municipality will have a lot to do in the coming years. Just think of the Environmental Act and any actions under the climate agreement.""",,,1,455,756,,,1,,FrieschDagblad,
353,7/12/2021 1:00,Jeroen Olthof,Province of North Holland,432,,,,***,,,Deputy Jeroen Olthof of the province of North Holland talks about 'unnecessary regulations' that 'make new construction practically impossible'.,,,1,882,1026,,,1,,LeidschDagblad,
353,7/12/2021 1:00,Guus Elkhuizen,Municipality of Nieuwkoop,433,,,,***,,,"Councilor Guus Elkhuizen of the municipality of Nieuwkoop mentions 'a tasty cake of rules regarding nitrogen, sustainability, climate-adaptive construction, nature legislation and, to top it all off, the accumulation of noise regulations'. ""We have ended up in a situation where you as a director have nowhere to go.""",,,1,1027,1344,,,1,,LeidschDagblad,
353,7/12/2021 1:00,Van As,Muncipality of Alphen den Rijn,434,,,,***,,,"Councilor Van As criticizes the bureaucracy that sets up the new law. ""You have to draw up an environmental vision and environmental plans,"" he sums up. ""Before you have that on paper, housing construction stagnates.""",,,1,1345,1562,,,1,,LeidschDagblad,
353,7/12/2021 1:00,Peter Commissaris,Municipality of Alphen aan den Rijn,435,,,,***,,,"""We have been working on this since 2017."" However, he also has to admit that it is a waste of money, because new legal procedures will also lead to new delays due to lawsuits.",,,1,1950,2126,,,1,,LeidschDagblad,
353,7/12/2021 1:00,Peter Commissaris,Municipality of Alphen aan den Rijn,436,,,,***,,,"""There are signals that the system cannot handle that,"" the Commissioner said",,,1,2520,2597,,,1,,LeidschDagblad,
355,9/8/2021 2:00,Herman Weelink,Herman Weelink (Planner),437,,,,***,,,"With the abolition of the classic Housing, Spatial Planning and Environmental Management in 2010, the choice for 'decentralized, unless' and 'opportunities for economic development' and laws that limit opportunities for participation, the living environment of the Dutch citizen has been completely handed over to the public. free market.",,,1,767,1105,,,1,,deVolkskrant,
356,23/10/2021 2:00,John Jorritsma,Municipality of Eindhoven,438,,,,***,,,"There is no coalition agreement, so we cannot talk about the environmental law and the fact that we have to build 1 million homes, about sustainable energy, about the circular economy, about circular agriculture or the climate, or about a cultural change in governance.'",,,1,10732,11002,,,1,,deVolkskrant,
357,21/12/2022 1:00,Ben Voorhorst,Special Coordinator North Brabant & Limburg,439,,,,***,,,Voorhorst does not see issuing permits and building much faster. “Six or eight years is nothing if you want to build above-ground transport for high voltage. I don't see that changing any time soon: the new Environmental Act actually provides more participation.,,,1,5616,5878,,,1,,NRC,
357,21/12/2022 1:00,Ben Voorhorst,Special Coordinator North Brabant & Limburg,440,,,,***,,,"Even though the procedures have regularly caused him headaches. ""I have sometimes experienced that, when constructing an above-ground line, we had not investigated to what extent horses - there was a riding school there - were startled by the crackling sound of the above-ground line. Unjustified, the Council of State found. Cross it out and go do your homework again.”",,,1,6089,6459,,,1,,NRC,
358,12/5/2023 2:00,Jan Jaap de Graeff,Council for Environment and Infrastructure,441,,,,***,,,"There is a ""lack of urgency"" and government policy is ""non-binding"", according to the advice. ""For example, the current general rules for fertilizers, plant protection products and the discharge of hazardous substances are not sufficient"" to meet the standards. Many permits have been issued at some point, but are not updated or checked. And this lack of obligation may become even worse with the new Environmental Act, ""because a number of activities with an impact on the water systems will no longer require a permit.",,,1,4624,5145,,,1,,NRC,
359,18/12/2021 1:00,Matt Poelmans,Resident's Delegation in Schipol Environmental Council,442,,,,***,,,"A special problem arises with the issue of housing and flying. With the entry into force of the Environmental Act, the implementation decree on noise from roads, railway lines and factories must be supplemented with aircraft noise. When these are added together, it becomes clear how bad the environmental noise is in total.",,,1,4239,4563,,,1,,LeidschDagblad,
360,2/7/2021 2:00,Sjaak Akkerman ,Nature and Environment North Holland,443,,,,***,,,"""There will be a new Environmental Act, in which the government will add up all environmental noise. It was previously said that this means that 365,000 houses in the region cannot be built. This law has now been postponed, but I get the impression that it will eventually be introduced. The consequences of this new law are even more drastic than our plan. So our proposal is: let's see together what is possible.""",,,1,2427,2842,,,1,,LeidschDagblad,
361,6/12/2021 1:00,Jeroen Olthof,Province of North Holland,444,,,,***,,,"Deputy Jeroen Olthof of the province of North Holland says that the construction of 70,000 homes in his region is at stake. He already sounded the alarm last year on behalf of four provinces and 56 municipalities, which have signed up for 380,000 homes. ""Nothing has changed in the Environmental Act since we raised the alarm with the minister last year. We are hitting walls at the ministry. This is actually unnecessary regulation. Nothing will change for existing residents, but new construction will become practically impossible.""",,,1,578,1113,,,1,,LeidschDagblad,
361,6/12/2021 1:00,Ministry of Interior,Ministry of Interior,445,,,,***,,,"The Ministry of the Interior states in a response that it will soon be the municipalities' turn to decide 'what is acceptable' with regard to noise. ""After all, the municipality is not only concerned with health, but also with providing sufficient living space,"" says a spokesperson.",,,1,1563,1846,,,1,,LeidschDagblad,
361,6/12/2021 1:00,Ministry of Interior,Ministry of Interior,446,,,,***,,,"“Better motivation means that municipalities explain this weighing of interests extra well. Additional measures in the area, for example adapted facades or quiet places, such as courtyards or parks, can help with motivation,"" said the Interior Ministry spokesperson.",,,1,2459,2725,,,1,,LeidschDagblad,
361,6/12/2021 1:00,Guus Elkhuizen,Municipality of Nieuewkoop,447,,,,***,,," says councilor Guus Elkhuizen of the municipality of Nieuwkoop. ""At the same time, there is a cake of rules regarding nitrogen, sustainability, climate-adaptive construction , nature legislation and, to top it all off, the accumulation of noise regulations in the upcoming Environmental Act. We have ended up in a situation where you as a director have virtually nowhere to go.""",,,1,2998,3377,,,1,,LeidschDagblad,
362,9/3/2024 1:00,Anne Koning ,Province of South Holland,448,,,,***,,,"Deputy Anne Koning (PvdA) stands firm: the provincial government - including VVD, BBB and CDA - does not want to continue to invade nature and agricultural land. De Jonge states that the province's position is slowing down construction instead of accelerating it. ""Undesirable in these times of housing shortage,"" the minister concludes.",,,1,3271,3608,,,1,,NRC,
362,9/3/2024 1:00,Hugo De Jonge,Ministry of Interior,449,,,,***,,,"In the conclusion of his letter to the provincial government, De Jonge writes, not to shy away from ""the use of legal instruments"" if administrative consultation with South Holland does not yield any results. In short: if South Holland does not change its policy course in line with national policy, De Jonge wants to force the provincial government to do so.",,,1,4546,4905,,,1,,NRC,
